food_id,f_name,county,address,rate,geo_loc,gmaps_url,f_type,comm,area
41fa0255-fb41-4522-849b-dea03360e020,苑裡龍園餐廳,苗栗縣,苗栗縣苑裡鎮中山路322號,4.0,POINT(24.44803 120.65526),https://www.google.com/maps/place/?q=place_id:ChIJdzRHFxgJaTQRVt9hx3f_UgQ,餐廳,1927,苑裡鎮
1366cfdd-08ca-49e7-9056-2b0e107bffec,龍華小吃,苗栗縣,苗栗縣苗栗市金龍街122號,4.1,POINT(24.54101 120.81916),https://www.google.com/maps/place/?q=place_id:ChIJ_U9_p-mraTQR7Zeypz4-SP4,餐廳,1183,苗栗市
ea8f7ed8-0455-488f-a43a-11028fee1646,丹楓餐廳,苗栗縣,苗栗縣銅鑼鄉中正路147號,4.0,POINT(24.48758 120.78699),https://www.google.com/maps/place/?q=place_id:ChIJk4uEHOSpaTQRzqCK6HpGbLo,餐廳,643,銅鑼鄉
0dab6826-73e9-4317-be37-08e2c1c15287,亮玉客家美食館,苗栗縣,苗栗縣三義鄉中正路175號,3.8,POINT(24.41181 120.77013),https://www.google.com/maps/place/?q=place_id:ChIJsfNWPJAGaTQRLtT4-SZz-Ac,餐廳,110,三義鄉
734d9cf6-4a62-4678-a5fc-e80e2a6af521,新月梧桐三義店,苗栗縣,苗栗縣三義鄉1之3號,4.1,POINT(24.39825 120.76700),https://www.google.com/maps/place/?q=place_id:ChIJE4m7-iwEaTQRDpKtyZniF9o,餐廳,2334,三義鄉
588bfaf2-100b-474f-84c5-04873d7e82ea,山城複合式庭園餐廳,苗栗縣,苗栗縣三灣鄉北埔村下林坪52號,4.1,POINT(24.63799 120.94977),https://www.google.com/maps/place/?q=place_id:ChIJJ3NWXwlNaDQRMBHHh2s4QOI,餐廳,413,三灣鄉
b279eaf2-d004-431c-a88b-5a97eceb47da,布洛瓦烘焙坊,苗栗縣,苗栗縣竹南鎮開元路559號,3.8,POINT(24.67907 120.86570),https://www.google.com/maps/place/?q=place_id:ChIJL4SJxx2zaTQRxWJXnx6EH3Q,餐廳,231,竹南鎮
9a25dfff-2e46-4549-800b-900e84ba4977,艾蜜奇義大利坊 - 竹南總店,苗栗縣,苗栗縣竹南鎮環市路二段11號,4.3,POINT(24.68241 120.86884),https://www.google.com/maps/place/?q=place_id:ChIJuz_EBiKzaTQRiS96Y0Q34TQ,餐廳,3432,竹南鎮
aacc9071-3b04-416f-9f2f-fa001bd060ad,酒酷Jo Ku餐廳,苗栗縣,苗栗縣竹南鎮開元路559號,4.1,POINT(24.67907 120.86570),https://www.google.com/maps/place/?q=place_id:ChIJL4SJxx2zaTQR_r4r9FuJtB8,餐廳,1348,竹南鎮
bbc9fa89-3a05-4932-a1ce-c7c94ef105d2,繽紛泰 Fantastic Thai,苗栗縣,苗栗縣竹南鎮大業街158號,4.2,POINT(24.68685 120.87155),https://www.google.com/maps/place/?q=place_id:ChIJ59oS2hizaTQRple2ywJ_390,餐廳,729,竹南鎮
5c41244c-9380-4be4-8f65-eb11fcdfaf53,台三菓香創意農場,苗栗縣,苗栗縣卓蘭鎮43之10號,4.3,POINT(24.33324 120.82589),https://www.google.com/maps/place/?q=place_id:ChIJ_7_QTgADaTQRsb1MBY9geTA,餐廳,39,卓蘭鎮
