,Acivity_name,Acivity_time,Region,Address,Latlon,Google_Maps_url,Tag,Picture_url,Url
40,Pen tw品味講堂| chapter7. 邁向完美的大師：瓦薩里眼中的米開朗基羅,2025.04.30 (三) 19:00 - 21:00,台北市,台灣台北市中山區樂群三路200號,"25.0827448,121.5546565",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E5%8F%B0%E5%8C%97%E5%B8%82%E4%B8%AD%E5%B1%B1%E5%8D%80%E6%A8%82%E7%BE%A4%E4%B8%89%E8%B7%AF200%E8%99%9F,#品味培養,https://static.accupass.com/eventbanner/2504190235151778158166_P520x260.jpg,https://www.accupass.com/event/2504181050441985607866?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
41,拳力出擊   FUN電一夏！,2025.07.07 (一) 09:00 - 07.11 (五) 16:00,台北市,台灣台北市臺北市士林區中正路345號,"25.0943472,121.5201019",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E5%8F%B0%E5%8C%97%E5%B8%82%E8%87%BA%E5%8C%97%E5%B8%82%E5%A3%AB%E6%9E%97%E5%8D%80%E4%B8%AD%E6%AD%A3%E8%B7%AF345%E8%99%9F,#暑假夏令營,https://static.accupass.com/eventbanner/2504090546369144375950_P520x260.jpg,https://www.accupass.com/event/2504070416183969634310?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
42,2025「妙音曼舞—敦煌樂舞文化主題展」,2025.03.07 (五) 08:00 - 06.20 (五) 16:00,嘉義市,台灣嘉義市鹿寮里學府路300號,"23.4681958,120.4812143",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E5%98%89%E7%BE%A9%E5%B8%82%E9%B9%BF%E5%AF%AE%E9%87%8C%E5%AD%B8%E5%BA%9C%E8%B7%AF300%E8%99%9F,#基金會,https://static.accupass.com/eventbanner/2502270646401983085954_P520x260.jpg,https://www.accupass.com/event/2502270652521531309772?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
43,摩登香頌 Chanson Chic,2025.04.25 (五) 20:30 - 22:00,台北市,台灣台北市松山區敦化北路100號15樓|Ozora,"25.0526705,121.5456902",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E5%8F%B0%E5%8C%97%E5%B8%82%E6%9D%BE%E5%B1%B1%E5%8D%80%E6%95%A6%E5%8C%96%E5%8C%97%E8%B7%AF100%E8%99%9F15%E6%A8%93|Ozora,#現代音樂,https://static.accupass.com/eventbanner/2503280836451125893615_P520x260.jpg,https://www.accupass.com/event/2503260812001694216223?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
44,[新竹] 春日脫單特別企劃-高品質單身聯誼會強勢來襲！單身限定的老派交友聯誼活動，透過TUPA認識優質的她/他-快速補修戀愛學分單身太久？別擔心！那個對的人，可能就在這場有神助攻的相遇中等著你～,2025.04.26 (六) 13:30 - 16:30,新竹市,台灣新竹市 南門街109-1號,"24.8027401,120.9640083",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E6%96%B0%E7%AB%B9%E5%B8%82%20%E5%8D%97%E9%96%80%E8%A1%97109-1%E8%99%9F,#戀愛技巧,https://static.accupass.com/eventbanner/2504192031341786809626_P520x260.jpg,https://www.accupass.com/event/2504191920223819620350?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
45,『黑暗心樂會_互動式表演 聽見最美的風景』2025年06月27日(五),2025.06.27 (五) 19:30 - 21:30,台北市,台灣台北市八德路二段174巷28號4樓(身心障礙就業大樓),"25.0453282,121.5355979",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E5%8F%B0%E5%8C%97%E5%B8%82%E5%85%AB%E5%BE%B7%E8%B7%AF%E4%BA%8C%E6%AE%B5174%E5%B7%B728%E8%99%9F4%E6%A8%93(%E8%BA%AB%E5%BF%83%E9%9A%9C%E7%A4%99%E5%B0%B1%E6%A5%AD%E5%A4%A7%E6%A8%93),#家庭活動,https://static.accupass.com/eventbanner/2411251005048131771780_P520x260.jpg,https://www.accupass.com/event/2411251004228708858790?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
46,邊陲的中央 ─ 堅定的浪漫,2025.03.29 (六) 12:00 - 05.24 (六) 18:00,高雄市,台灣高雄市三民區河堤路298號2樓,"22.6614496,120.3092479",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E9%AB%98%E9%9B%84%E5%B8%82%E4%B8%89%E6%B0%91%E5%8D%80%E6%B2%B3%E5%A0%A4%E8%B7%AF298%E8%99%9F2%E6%A8%93,#繪畫,https://static.accupass.com/eventbanner/2503210433041130822222_P520x260.jpg,https://www.accupass.com/event/2503210355161602395332?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
47,夢境－薩普沙提・阿披班斯里肖像繪畫活動 Dream - Sapsathit Aphibansri portrait painting event,2025.04.26 (六) 11:00 - 05.11 (日) 18:00,台北市,台灣台北市中正區汀洲路三段230巷3號,"25.0107842,121.5295971",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E5%8F%B0%E5%8C%97%E5%B8%82%E4%B8%AD%E6%AD%A3%E5%8D%80%E6%B1%80%E6%B4%B2%E8%B7%AF%E4%B8%89%E6%AE%B5230%E5%B7%B73%E8%99%9F,#寶藏巖國際藝術村,https://static.accupass.com/eventbanner/2504220715551089854897_P520x260.jpg,https://www.accupass.com/event/2504110513063218673500?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
48,尋常之外－－以目光翻越日常邊界,2025.04.18 (五) 11:00 - 05.04 (日) 21:00,台北市,台灣台北市中正區八德路一段1號,"25.0432788,121.5267256",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E5%8F%B0%E5%8C%97%E5%B8%82%E4%B8%AD%E6%AD%A3%E5%8D%80%E5%85%AB%E5%BE%B7%E8%B7%AF%E4%B8%80%E6%AE%B51%E8%99%9F,#平權展覽,https://static.accupass.com/eventbanner/2504171701231995025613_P520x260.jpg,https://www.accupass.com/event/2504171706101608926274?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
49,SMaRT自我肌筋膜放鬆技巧(台中上午場),2025.05.18 (日) 09:00 - 12:00,台中市,台灣台中市西屯區大道三段658號,"24.1704698,120.635484",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E5%8F%B0%E4%B8%AD%E5%B8%82%E8%A5%BF%E5%B1%AF%E5%8D%80%E5%A4%A7%E9%81%93%E4%B8%89%E6%AE%B5658%E8%99%9F,#運動,https://static.accupass.com/eventbanner/2306280844462615205100_P520x260.jpg,https://www.accupass.com/event/2411290835484068011670?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
50,台北聯誼推薦＿美食饗宴｜2025/05/17 (六)【快樂手作烘培坊】｜戀愛大學,2025.05.17 (六) 14:00 - 18:00,台北市,台灣台北市戀愛大學,"25.0441094,121.5134372",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E5%8F%B0%E5%8C%97%E5%B8%82%E6%88%80%E6%84%9B%E5%A4%A7%E5%AD%B8,#女朋友,https://static.accupass.com/eventbanner/2403140840208012443960_P520x260.jpg,https://www.accupass.com/event/2501080837501601626564?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
51,【安東新先事：XR體驗室】台劇IP新篇：一支番仔火記憶重現,2025.03.24 (一) 09:00 - 12.31 (三) 00:00,桃園市,台灣桃園市桃園區安東街111號,"24.9933356,121.31281",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E6%A1%83%E5%9C%92%E5%B8%82%E6%A1%83%E5%9C%92%E5%8D%80%E5%AE%89%E6%9D%B1%E8%A1%97111%E8%99%9F,#XR展覽,https://static.accupass.com/eventbanner/2503210903091603277258_P520x260.jpg,https://www.accupass.com/event/2503210857531923316115?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
52,第十四屆全國大專院校 AI 智動化設備創作獎,2025.07.11 (五) 09:00 - 16:30,台中市,台灣台中市大雅區科雅西路28號,"24.2168544,120.6185187",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E5%8F%B0%E4%B8%AD%E5%B8%82%E5%A4%A7%E9%9B%85%E5%8D%80%E7%A7%91%E9%9B%85%E8%A5%BF%E8%B7%AF28%E8%99%9F,#徵件競賽,https://static.accupass.com/eventbanner/2411250206331043782549_P520x260.jpg,https://www.accupass.com/event/2411250209403252877010?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
53,【國賓中餐廳】Philippe Charlopin 餐酒會,2025.06.13 (五) 18:00 - 21:00,台北市,台灣台北市 中山區遼寧街177號,"25.0528247,121.539623",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E5%8F%B0%E5%8C%97%E5%B8%82%20%E4%B8%AD%E5%B1%B1%E5%8D%80%E9%81%BC%E5%AF%A7%E8%A1%97177%E8%99%9F,#國賓中餐廳,https://static.accupass.com/eventbanner/2504210609385362738300_P520x260.jpg,https://www.accupass.com/event/2504171358369774307790?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
54,【民歌新浪潮】爵士淑女之夜 ｜經典不老，爵士正好 Ladies Night Open Jam Session ＿5月｜特別企劃,2025.05.03 (六) 19:30 - 21:30,台北市,台灣台北市大安區忠孝東路四段15號5樓之3,"25.0419929,121.5416943",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E5%8F%B0%E5%8C%97%E5%B8%82%E5%A4%A7%E5%AE%89%E5%8D%80%E5%BF%A0%E5%AD%9D%E6%9D%B1%E8%B7%AF%E5%9B%9B%E6%AE%B515%E8%99%9F5%E6%A8%93%E4%B9%8B3,#JAZZ,https://static.accupass.com/eventbanner/2504231656294469012060_P520x260.jpg,https://www.accupass.com/event/2504070910585693580790?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
55,琉在東海岸 銀領藝術療癒永續創作展,2025.04.10 (四) 11:00 - 04.27 (日) 17:00,花蓮縣,台灣花蓮縣973吉安鄉中山路三段477號,"23.9808443,121.5624179",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E8%8A%B1%E8%93%AE%E7%B8%A3973%E5%90%89%E5%AE%89%E9%84%89%E4%B8%AD%E5%B1%B1%E8%B7%AF%E4%B8%89%E6%AE%B5477%E8%99%9F,#台灣花蓮,https://static.accupass.com/eventbanner/2503030609359126340140_P520x260.jpg,https://www.accupass.com/event/2502190418116990960320?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
56,早鳥優惠《6小時AI快速學會 DeepSeek-R1實戰應用班 第3季》扔掉你的提示詞模板，輕鬆超越自我最佳時刻！,2025.05.03 (六) 10:00 - 05.04 (日) 17:00,台北市,台灣台北市大同區承德路三段159巷4號1樓,"25.068033,121.5163027",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E5%8F%B0%E5%8C%97%E5%B8%82%E5%A4%A7%E5%90%8C%E5%8D%80%E6%89%BF%E5%BE%B7%E8%B7%AF%E4%B8%89%E6%AE%B5159%E5%B7%B74%E8%99%9F1%E6%A8%93,#ChatGPT,https://static.accupass.com/eventbanner/2501311845381632164051_P520x260.jpg,https://www.accupass.com/event/2503280621215510508630?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
57,SMaRT自我肌筋膜放鬆技巧(台北場),2025.02.15 (六) 13:30 - 06.08 (日) 12:00,台北市,台灣台北市大安區仁愛路四段122巷63號5樓之2,"25.0336053,121.547933",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E5%8F%B0%E5%8C%97%E5%B8%82%E5%A4%A7%E5%AE%89%E5%8D%80%E4%BB%81%E6%84%9B%E8%B7%AF%E5%9B%9B%E6%AE%B5122%E5%B7%B763%E8%99%9F5%E6%A8%93%E4%B9%8B2,#放鬆,https://static.accupass.com/eventbanner/2106090524088373811740_P520x260.jpg,https://www.accupass.com/event/2411290838442438083580?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
58,體驗活動-板橋區Breaking基礎班,2025.04.21 (一) 10:00 - 04.29 (二) 11:00,新北市,台灣新北市板橋區漢生東路278號東門一樓,"25.009796,121.4667495",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E6%96%B0%E5%8C%97%E5%B8%82%E6%9D%BF%E6%A9%8B%E5%8D%80%E6%BC%A2%E7%94%9F%E6%9D%B1%E8%B7%AF278%E8%99%9F%E6%9D%B1%E9%96%80%E4%B8%80%E6%A8%93,#免費,https://static.accupass.com/eventbanner/2504180537071042477709_P520x260.jpg,https://www.accupass.com/event/2504180535359787284360?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
59,【平鎮場】桃仔園電影趴，來咱社區看電影：《邀阿公阿嬤拍B級殭屍片》,2025.05.23 (五) 09:00 - 11:00,桃園市,台灣桃園市平鎮區中興路平鎮段229號,"24.9055654,121.1917167",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E6%A1%83%E5%9C%92%E5%B8%82%E5%B9%B3%E9%8E%AE%E5%8D%80%E4%B8%AD%E8%88%88%E8%B7%AF%E5%B9%B3%E9%8E%AE%E6%AE%B5229%E8%99%9F,#桃仔園電影趴，來咱社區看電影,https://static.accupass.com/eventbanner/2503251015378978169020_P520x260.jpg,https://www.accupass.com/event/2503200912029112292010?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
60,Vibe Coding Hackathon: Generative AI & Agents,2025.05.18 (日) 10:00 - 20:00,高雄市,"新興區中山一路12之5, Kaohsiung City, Taiwan","22.6260529,120.2991937","https://www.google.com/maps/search/?api=1&query=%E6%96%B0%E8%88%88%E5%8D%80%E4%B8%AD%E5%B1%B1%E4%B8%80%E8%B7%AF12%E4%B9%8B5,%20Kaohsiung%20City,%20Taiwan",#hackathon,https://static.accupass.com/eventbanner/2504050829201374047327_P520x260.jpg,https://www.accupass.com/event/2504020249014808780510?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
61,民歌新存在主義｜民歌時代復興計劃，存在音樂 X 五組音樂人的MINI LIVE,2025.05.03 (六) 19:00 - 06.07 (六) 20:00,台北市,台灣台北市信義區莊敬路391巷12號1F,"25.0281081,121.5632827",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E5%8F%B0%E5%8C%97%E5%B8%82%E4%BF%A1%E7%BE%A9%E5%8D%80%E8%8E%8A%E6%95%AC%E8%B7%AF391%E5%B7%B712%E8%99%9F1F,#民歌,https://static.accupass.com/eventbanner/2504141012181183900695_P520x260.jpg,https://www.accupass.com/event/2504141016361972701806?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
62,『黑暗心樂會_互動式表演 暗中舞台劇 寂寞曼特寧』2025年09月12日(五),2025.09.12 (五) 19:30 - 21:30,台北市,台灣台北市八德路二段174巷28號4樓(身心障礙就業大樓),"25.0453282,121.5355979",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E5%8F%B0%E5%8C%97%E5%B8%82%E5%85%AB%E5%BE%B7%E8%B7%AF%E4%BA%8C%E6%AE%B5174%E5%B7%B728%E8%99%9F4%E6%A8%93(%E8%BA%AB%E5%BF%83%E9%9A%9C%E7%A4%99%E5%B0%B1%E6%A5%AD%E5%A4%A7%E6%A8%93),#家庭活動,https://static.accupass.com/eventbanner/2503310647564697049580_P520x260.jpg,https://www.accupass.com/event/2411251014481606344832?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
63,台南手作|台南金工課程|莫比烏斯純銀戒|單戒|對戒|婚戒|結婚禮物|生日禮物,2024.10.01 (二) 00:00 - 2039.12.31 (六) 00:00,台南市,台灣台南市安南區安中路四段290巷325弄65號,"23.0537225,120.1688773",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E5%8F%B0%E5%8D%97%E5%B8%82%E5%AE%89%E5%8D%97%E5%8D%80%E5%AE%89%E4%B8%AD%E8%B7%AF%E5%9B%9B%E6%AE%B5290%E5%B7%B7325%E5%BC%8465%E8%99%9F,#禮物,https://static.accupass.com/eventbanner/2402271142381916005110_P520x260.jpg,https://www.accupass.com/event/2409292336597218469300?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
64,鳴石樂集樂壇新秀 曹薇均小提琴獨奏會,2025.06.01 (日) 14:30 - 16:00,台北市,台灣台北市100中正區仁愛路二段34號5F,"25.0380784,121.5245924",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E5%8F%B0%E5%8C%97%E5%B8%82100%E4%B8%AD%E6%AD%A3%E5%8D%80%E4%BB%81%E6%84%9B%E8%B7%AF%E4%BA%8C%E6%AE%B534%E8%99%9F5F,#小提琴獨奏會,https://static.accupass.com/eventbanner/2504101107041709797209_P520x260.jpg,https://www.accupass.com/event/2411160830598085155480?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
65,【勁舞團】四方王者爭霸賽S4-台中場(限額130人),2025.06.07 (六) 11:00 - 20:00,台中市,台灣台中市北屯區中清路二段332號2F,"24.1789433,120.6657203",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E5%8F%B0%E4%B8%AD%E5%B8%82%E5%8C%97%E5%B1%AF%E5%8D%80%E4%B8%AD%E6%B8%85%E8%B7%AF%E4%BA%8C%E6%AE%B5332%E8%99%9F2F,#四方,https://static.accupass.com/eventbanner/2504251004036000889760_P520x260.jpg,https://www.accupass.com/event/2504210539531587897168?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
66,體驗課程-板橋區有氧體適能,2025.04.21 (一) 09:00 - 04.29 (二) 10:00,新北市,台灣新北市板橋區漢生東路278號東門一樓,"25.009796,121.4667495",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E6%96%B0%E5%8C%97%E5%B8%82%E6%9D%BF%E6%A9%8B%E5%8D%80%E6%BC%A2%E7%94%9F%E6%9D%B1%E8%B7%AF278%E8%99%9F%E6%9D%B1%E9%96%80%E4%B8%80%E6%A8%93,#運動,https://static.accupass.com/eventbanner/2504180517415718006180_P520x260.jpg,https://www.accupass.com/event/2504180459338725987990?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
67,奶油抹畫-午後的甜點,2025.06.15 (日) 14:00 - 07.27 (日) 17:00,台北市,台灣台北市中山區南京東路一段15號4樓之一,"25.0524149,121.5211938",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E5%8F%B0%E5%8C%97%E5%B8%82%E4%B8%AD%E5%B1%B1%E5%8D%80%E5%8D%97%E4%BA%AC%E6%9D%B1%E8%B7%AF%E4%B8%80%E6%AE%B515%E8%99%9F4%E6%A8%93%E4%B9%8B%E4%B8%80,#奶油抹畫,https://static.accupass.com/eventbanner/2503141201366768877530_P520x260.jpg,https://www.accupass.com/event/2503141201247317726680?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
68,(高雄聯誼)05/11(日)14:00【手作甜點小確幸篇x單身聯誼】23~39歲（女早鳥399元）女生免費排約/男女比1:1/約會/找對象/唐果/聯誼/婚友社/媒人/相親,2024.01.13 (六) 00:00 - 2025.12.31 (三) 00:00,高雄市,台灣高雄市鼓山區華榮路291號2樓,"22.6662893,120.2941435",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E9%AB%98%E9%9B%84%E5%B8%82%E9%BC%93%E5%B1%B1%E5%8D%80%E8%8F%AF%E6%A6%AE%E8%B7%AF291%E8%99%9F2%E6%A8%93,#婚友社,https://static.accupass.com/eventbanner/2503151547132574763380_P520x260.jpg,https://www.accupass.com/event/2412081259092138422743?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
69,【32畫】油畫課程│四季花令-金槌花,2023.12.15 (五) 09:00 - 2030.12.31 (二) 12:00,台中市,台灣台中市北屯區雷中街47號,"24.1825172,120.666602",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E5%8F%B0%E4%B8%AD%E5%B8%82%E5%8C%97%E5%B1%AF%E5%8D%80%E9%9B%B7%E4%B8%AD%E8%A1%9747%E8%99%9F,#繪畫,https://static.accupass.com/eventbanner/2303300140309721659680_P520x260.jpg,https://www.accupass.com/event/2303300133431193317520?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
70,工夫茶的茶道泡茶實作班（乾式泡 、蓋碗使用基礎 茶席儀軌與流程 ）,2025.07.23 (三) 14:30 - 17:30,台北市,台灣台北市105松山區富錦街114號,"25.0596531,121.5502709",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E5%8F%B0%E5%8C%97%E5%B8%82105%E6%9D%BE%E5%B1%B1%E5%8D%80%E5%AF%8C%E9%8C%A6%E8%A1%97114%E8%99%9F,#茶,https://static.accupass.com/eventbanner/2409180414393281713010_P520x260.jpg,https://www.accupass.com/event/2409180408051376493430?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
71,"【Girlfriend Jazz Trio “爵士女朋友三重奏 "" 】~母親節+主廚2025新菜美食音樂夜~",2025.05.11 (日) 17:30 - 21:00,台北市,台灣台北市大安區青田街4-1號,"25.0283594,121.5292856",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E5%8F%B0%E5%8C%97%E5%B8%82%E5%A4%A7%E5%AE%89%E5%8D%80%E9%9D%92%E7%94%B0%E8%A1%974-1%E8%99%9F,#青田藝集,https://static.accupass.com/eventbanner/2504160917372690279500_P520x260.jpg,https://www.accupass.com/event/2504140731291102651595?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
72,台南手作|台南金工|台南diy體驗|台南手作課程|快樂轉運手環|黃銅手環|手鐲|手環課程,2024.03.09 (六) 00:00 - 2039.12.31 (六) 00:00,台南市,台灣台南市安南區安中路四段290巷325弄65號,"23.0537225,120.1688773",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E5%8F%B0%E5%8D%97%E5%B8%82%E5%AE%89%E5%8D%97%E5%8D%80%E5%AE%89%E4%B8%AD%E8%B7%AF%E5%9B%9B%E6%AE%B5290%E5%B7%B7325%E5%BC%8465%E8%99%9F,#禮物,https://static.accupass.com/eventbanner/2403081139112132873174_P520x260.jpg,https://www.accupass.com/event/2403081128191755968408?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
73,【蒔嚐花藝】- 端午節限定 - 一繩一草一祝福 - 手綁艾草注連繩課程,2025.05.23 (五) 19:00 - 21:00,台中市,台灣台中市北區進德北路128號,"24.1536188,120.6903498",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E5%8F%B0%E4%B8%AD%E5%B8%82%E5%8C%97%E5%8D%80%E9%80%B2%E5%BE%B7%E5%8C%97%E8%B7%AF128%E8%99%9F,#日系手作,https://static.accupass.com/eventbanner/2503280638071530374343_P520x260.jpg,https://www.accupass.com/event/2503280323446168733310?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
74,Comment récupérer un message supprimé,2020.12.17 (四) 11:25 - 2034.03.02 (四) 00:05,Tennessee,United StatesTennesseesmokey mountains,"35.6370729,-84.1930597",https://www.google.com/maps/search/?api=1&query=United%20StatesTennesseesmokey%20mountains,#récupérer un message supprimé,https://static.accupass.com/eventbanner/2012170239201622981324_P520x260.jpg,https://www.accupass.com/event/2012170244321986877392?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
75,扁扁倉鼠杯墊羊毛氈濕氈手作課程體驗,2025.04.24 (四) 13:00 - 06.21 (六) 16:30,新北市,台灣新北市板橋區大觀路台北紙廠停車場附近（毛起來玩工作室）。,"25.0034945,121.4420594",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E6%96%B0%E5%8C%97%E5%B8%82%E6%9D%BF%E6%A9%8B%E5%8D%80%E5%A4%A7%E8%A7%80%E8%B7%AF%E5%8F%B0%E5%8C%97%E7%B4%99%E5%BB%A0%E5%81%9C%E8%BB%8A%E5%A0%B4%E9%99%84%E8%BF%91%EF%BC%88%E6%AF%9B%E8%B5%B7%E4%BE%86%E7%8E%A9%E5%B7%A5%E4%BD%9C%E5%AE%A4%EF%BC%89%E3%80%82,#濕氈,https://static.accupass.com/eventbanner/2503121725341156507831_P520x260.jpg,https://www.accupass.com/event/2503121735145194922470?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
